Id_comuna;Id_comisaria;Nombre_comisaria;DirecciÛn;Fono;;Tipo;;;;;
9107;;RETEN QUITRATUE;GUERRA N∞ 660;45 - 2466253;;Reten;;;;;
9107;;RETEN LASTARRIA;VILLA ALEGRE N∞ 201;45 - 2466254;;Reten;;;;;
9106;;TENENCIA GALVARINO;LEON GALLO N∞ 406;45 - 2466113;;Tenencia;;;;;
9105;;RETEN QUEPE;ERNESTO RIQUELME S/N;45 - 2466174;;Reten;;;;;
9105;;TENENCIA FREIRE;PEDRO CAMALEZ S/N;45 - 2466256;;Tenencia;;;;;
9105;;RETEN RADAL;ARTURO PRAT N∞ 290;45 - 2466258;;Reten;;;;;
9104;;RETEN REIGOLIL (F);CAMINO PUBLICO S/N;45 - 2466308;;Reten;;;;;
9104;;RETEN CATRIPULLI;RUTA S-199 KM. 104;45 - 2466307;;Reten;;;;;
9104;;TENENCIA CURARREHUE (F);BERNARDO O'HIGGINS N∞ 603;45 - 2466304;;Tenencia;;;;;
9103;;RETEN LOS LAURELES;CALLE ARTEMIO GUTI…RREZ N∞ 305;45 - 2466185;;Reten;;;;;
9103;;RETEN LAS HORTENSIAS;AVENIDA FLOR ESQUINA CALLE LUZ;45 - 2466183;;Reten;;;;;
9103;;SUBCOMISARÕA CUNCO;SANTA MARÕA N∞ 181;45 - 2466180;;Subcomisaria;;;;;
9102;;RETEN TROVOLHUE;ROMILIO ADRIAZOLA S/N;45 - 2466221;;Reten;;;;;
9102;;RETEN NEHUENTUE;ARAUCO N∞ 380;45 - 2466212;;Reten;;;;;
9102;;SUBCOMISARÕA CARAHUE;ERCILLA N∞ 190;45 - 2466214;;Subcomisaria;;;;;
9101;;TENENCIA LABRANZA;UNO NORTE N∞ 430;45 - 2466331;;Tenencia;;;;;
9101;;8A COMISARIA TEMUCO;VALLE DE ROBLES N 910;45 2466317;;Comisaria;;;;;
9101;;1A COMISARIA FUERZAS ESPECIALES TEMUCO;SANTA TERESA 1280, TEMUCO;45 2466810;;Comisaria;;;;;
9101;;PREFECTURA CAUTIN;LUIS CLARO SOLAR N∞ 1284;45 - 2466029;;Prefectura;;;;;
9101;;TENENCIA FAMILIA E INFANCIA ARAUCANÕA;PIRCUNCHE N∞ 0370;45 - 2466147;;Tenencia;;;;;
8314;;TENENCIA BIO BIO (F);AV. PITRIL, S/N;43 - 2243139;;Tenencia;;;;;
8313;;5A. COMISARÕA YUMBEL;GENERAL CRUZ N 600;43 - 2243142;;Comisaria;;;;;
8313;;RETEN CENTINELA;IGNACIO CARRERA PINTO N∞ 315;43-2243157;;Reten;;;;;
8312;;TENECIA HUEPIL;SAN FRANCISCO N∞ 71;43 - 2243131;;Tenencia;;;;;
8312;;RETEN TUCAPEL;LAUTARO N∞ 379;43 - 2243133;;Reten;;;;;
8311;;4A. COMISARÕA DE SANTA B¡RBARA;ARTURO PRAT N 179;43 - 2 243106;;Comisaria;;;;;
8310;;RETEN SAN ROSENDO;ALMIRANTE LATORRE N∞ 355;43 - 2243162;;Reten;;;;;
8309;;RETEN QUILLECO;CALLE BARROS ARANA N∞ 680;43 - 2243129;;Reten;;;;;
8308;;RETEN QUILACO;ARTURO PRAT N∞ 1280;43 - 2243080;;Reten;;;;;
8308;;RETEN RUCALHUE;JUAN CORONATA MARENCO N∞ 326;43 - 2243082;;Reten;;;;;
8307;;TENENCIA NEGRETE;AV. NESTOR DEL RIO N∞ 290;43 - 2243103;;Tenencia;;;;;
8306;;3A. COMISARÕA DE NACIMIENTO;GENERAL BULNES N 39;43 - 2 243084;;Comisaria;;;;;
8305;;2A. COMISARÕA DE MULCH…N;AVENIDA. SALVO N 619;43 - 2243061;;Comisaria;;;;;
8304;;SUBCOMISARÕA LAJA;BALMACEDA N∞ 541;43 - 2243178;;Subcomisaria;;;;;
8303;;SUBCOMISARÕA CABRERO;MANUEL PALACIOS N∞ 906;43 - 2243168;;Subcomisaria;;;;;
8303;;RETEN MONTE AGUILA;CALLE ZA—ARTU N∞ 25;43 - 2243176;;Reten;;;;;
8302;;TENENCIA ANTUCO (F);RUTA Q-45 KM 63;43 - 2243127;;Tenencia;;;;;
8301;;PREFECTURA BIO BIO;RICARDO VICU—A N∞ 405;43 - 2243000;;Prefectura;;;;;
8301;;SUBCOMISARÕA CABO 1∞ SEPULVEDA PARRAGUEZ;CALLE OROMPELLO N∞ 1545;43-2243240;;Subcomisaria;;;;;
8301;;TENENCIA CENTENARIO;DIEGO DE ALMAGRO N∞ 1475;43 - 2243047;;Tenencia;;;;;
8207;;SUBCOMISARÕA TIRUA;GUERRERO N 21;41 - 2141450;;Subcomisaria;;;;;
8206;;SUBCOMISARœA LOS ALAMOS;AVENIDA IGNACIO PINTO N 665;41 - 2141519;;Subcomisaria;;;;;
8205;;4A. COMISARÕA DE CURANILAHUE;CALLE RAMON ZAMORA INTERIOR S/N INTERIOR;41 - 2141460;;Comisaria;;;;;
8204;;TENENCIA CONTULMO;LOS NOTROS N 15;41 - 2141457;;Tenencia;;;;;
8203;;3A. COMISARÕA DE CA—ETE;CALLE CORNELIO SAAVEDRA N 792;42 - 2141434;;Comisaria;;;;;
8202;;1A. COMISARÕA DE ARAUCO;CALLE ESMERALDA ESQ. TUCAPEL S/N.;41 - 2141394;;Comisaria;;;;;
8202;;RETEN CARAMPANGUE;VICENTE MILAN N∞ 142;41 - 2141408;;Reten;;;;;
8112;;4A. COMISARÕA DE HUALP…N;AVENIDA ALEMANIA N 2485;41 - 2141344;;Comisaria;;;;;
8111;;1A. COMISARÕA DE TOM…;CALLE MARIANO EGANAëA N∞ 1033;41 - 2 141278;;Comisaria;;;;;
8110;;PREFECTURA TALCAHUANO;BLANCO ENCALADA N∞ 720;41 - 2141254;;Prefectura;;;;;
8109;;TENENCIA SANTA JUANA;LAUTARO N∞ 13;41 - 2141148;;Tenencia;;;;;
10107;;RETEN LOS PELLINES;RUTA 5 SUR KM 989;65 - 2765147;;RETEN;;;;;
10107;;RETEN LONCOTORO;LENIA BALMACEDA S/N;65 - 2765146;;RETEN;;;;;
10107;;COMISARIA LLANQUIHUE;LOS VOLCANES S/N;65 - 2765139;;SUBCOMISARIA;;;;;
10108;;RETEN QUENUIR;IGNACIO SERRANO S/N;65 - 2765216;;RETEN;;;;;
10108;;RETEN LA PASADA;KM. 89 RUTA V-460 LA PASADA;65 - 2765218;;RETEN;;;;;
10108;;3A. COMISARIA DE MAULLIN;BERNARDO OHIGGINS N 491;65 - 2762197;;COMISARIA;;;;;
10108;;RETEN OLMOPULLI;KM.54 RUTA V-860, CRUCE RUTA V-861;65 - 2765217;;RETEN;;;;;
10108;;TENENCIA CAREMALPU;BERNARDO OHIGGINS S/N;65 - 2765224;;TENENCIA;;;;;
10109;;TENENCIA CASA PANGUE (F);RUTA CH-225 KM. 18;65 - 2765122;;TENENCIA;;;;;
10109;;TENENCIA ENSENADA;RUTA CH-225 KM 43 S.N;65 - 2765133;;TENENCIA;;;;;
10109;;RETEN RIO PESCADO;RUTA CH-225 KM 19;65 - 2765120;;RETEN;;;;;
10109;;1A. COMISARIA DE PUERTO VARAS;SAN FRANCISCO N 241;65 - 2765100;;COMISARIA;;;;;
10109;;TENENCIA CARRETERA LLANQUIHUE;RUTA 5 SUR KM 1010;65 - 2765125;;TENENCIA;;;;;
10109;;RETEN NUEVA BRAUNAU;CALLE OTTO KLEIN ESQUINA LA BOMBA;65 - 2765119;;RETEN;;;;;
10201;;PREFECTURA CHILOE N 26;DIEGO PORTALES N 440;65 - 2765304;;PREFECTURA;;;;;
10202;;COMISARIA DE ANCUD;Baquedano N 370;65 - 2765338;;COMISARIA;;;;;
10202;;TENENCIA CHACAO;SOMMERMIER N∞ 215;65 - 2765359;;TENENCIA;;;;;
10202;;TENENCIA CHILOE (M.C);RUTA 5 SUR KM 1143;65 - 2765362;;TENENCIA;;;;;
10203;;TENENCIA CHONCHI;PEDRO AGUIRRE CERDA N 224;65 - 2765385;;TENENCIA;;;;;
10204;;RETEN CURACO DE VELEZ;GALVARINO RIVEROS N 240;65 - 2765404;;RETEN;;;;;
10205;;TENENCIA DALCAHUE;AVENIDA MOCOPULLI N 025;65-2765683;;TENENCIA;;;;;
10206;;RETEN PUQUELDON;CALLE TENIENTE MERINO S/N;65 - 2765387;;RETEN;;;;;
10207;;RETEN QUEILEN;BALMACEDA N 83;65 - 2765388;;RETEN;;;;;
10208;;6A. COMISARIA QUELLON (S.U);JUAN LADRILLEROS N 561;65 - 2765500;;COMISARIA;;;;;
10209;;RETEN QUEMCHI;PEDRO MONTT N 300;65 - 2765364;;RETEN;;;;;
10209;;RETEN MECHUQUE;VILLA MECHUQUE S/N;65 - 2765358;;RETEN;;;;;
10210;;SUBCOMISARIA ACHAO;RICARDO JARA N 12;65 - 2765397;;SUBCOMISARIA;;;;;
10210;;RETEN ISLA QUENAC;SECTOR LA VILLA S/N;65 - 2765405;;RETEN;;;;;
10301;;RETEN CANCURA;CALLE LAS ROSAS S/N;64 - 2664129;;RETEN;;;;;
10301;;RETEN ELEUTERIO RAMIREZ;RUTA CH-215 KM. 14;64 - 2664128;;RETEN;;;;;
10301;;TENENCIA CARRETERA OSORNO;RUTA 5 SUR, KM 926 LAS QUEMAS;64 - 2664200;;TENENCIA;;;;;
10301;;1A. COMISARIA OSORNO;JUSTO GEISSE N 846;64 - 2664032;;COMISARIA;;;;;
10301;;RETEN OVEJERIA;CALLE COLBUN N 740;64 - 2664066;;RETEN;;;;;
10301;;3A. COMISARIA OSORNO(S.U);CALLE GUATEMALA ESQ. PILCO MAYO, RAHUE ALTO.;64 - 2664105;;COMISARIA;;;;;
10301;;RETEN PAMPA ALEGRE;HEROES DE LA CONCEPCION N 581;64 - 2664126;;RETEN;;;;;
10301;;SUBCOMISARIA RAHUE ALTO;IQUIQUE N 440;64 - 2664134;;SUBCOMISARIA;;;;;
10302;;RETEN LAS CASCADAS;VICENTE PEREZ ROSALES N 123;64 - 2664101;;RETEN;;;;;
10302;;RETEN RUPANCO;SECTOR LOS PUENTES S/N RUTA U-911, KM 20;64 - 2664103;;RETEN;;;;;
10302;;TENENCIA PUERTO OCTAY;GERMAN WULF N 797;64 - 2664099;;TENENCIA;;;;;
10303;;RETEN CRUCERO;VEINTIUNO DE MAYO N 7;64 - 2664097;;RETEN;;;;;
10303;;RETEN CORTE ALTO;BERNARDO OHIGGINS N 128;64 - 2664096;;RETEN;;;;;
10303;;SUBCOMISARIA PURRANQUE;ELEUTERIO RAMIREZ N 460;64 - 2664089;;SUBCOMISARIA;;;;;
10304;;TENENCIA PAJARITOS (F);RUTA CH-215, KM. 95;64 - 2664141;;TENENCIA;;;;;
10304;;TENENCIA ENTRE LAGOS;HERIBERTO NOVOA CON RUTA CH-215;64 - 2664131;;TENENCIA;;;;;
10305;;2A. COMISARIA DE RIO NEGRO;BERNARDO OHIGGINS N 520;64-2664068;;COMISARIA;;;;;
10305;;RETEN RIACHUELO;PEDRO DE VALDIVIA N 567;64 - 2664087;;RETEN;;;;;
10306;;RETEN SAN JUAN DE LA COSTA;RUTA U-300, KM. 28;64 - 2664124;;RETEN;;;;;
10306;;RETEN BAHIA MANSA;RUTA U-40 KM 58;64 - 2664125;;RETEN;;;;;
10307;;TENENCIA SAN PABLO;TRALMAHUE N 504;64 - 2664144;;TENENCIA;;;;;
10307;;RETEN TRUMAO;RUTA U-10, KM. 18;64 - 2664148;;RETEN;;;;;
10307;;RETEN QUILACAHUIN;RUTA U-170, KM. 12;64 - 2664147;;RETEN;;;;;
10401;;RETEN AYACARA(F);RUTA W-813 SECTOR AYACARA S/N;65 - 2765443;;RETEN;;;;;
10401;;4A COMISARIA DE CHAITEN(F);ALMIRANTE RIVEROS N 317;65-2765426;;COMISARIA;;;;;
10402;;3A. COMISARIA DE FUTALEUFU (F);Bernardo OHiggins N 516;65 - 2765409;;COMISARIA;;;;;
10402;;TENENCIA EL LIMITE (F);RUTA CH-231 KM. 55;65 - 2 765423;;TENENCIA;;;;;
10403;;RETEN CONTAO;RUTA 7 CARRETERA AUSTRAL KM 55;65 - 2765280;;RETEN;;;;;
10403;;TENENCIA HORNOPIREN (F);INGENIERO MILITAR S/N;65 - 2765277;;TENENCIA;;;;;
10403;;RETEN VODUDAHUE (F);CAMINO LONGITUDINAL RUTA 7 S/N;65 - 2765281;;RETEN;;;;;
10404;;TENENCIA RIO ENCUENTRO (F);RUTA INTERNACIONAL CH-235, KM. 80;65 - 2765462;;TENENCIA;;;;;
10404;;5A. COMISARIA DE PALENA(F);CALLE PEDRO MONTT N 765;65 - 2765445;;COMISARIA;;;;;
10404;;RETEN VALLE CALIFORNIA (F);RUTA W-895, KM. 11;65 - 2765465;;RETEN;;;;;
11101;;RETEN PUESTO VIEJO;GERONIMO DE ALDERETE S/N VILLA NIREHUAO;67 - 2567103;;RETEN;;;;;
11101;;RETEN VILLA ORTEGA;RUTA 7 NORTE KM 32 VILLA ORTEGA;67 - 2567097;;RETEN;;;;;
11101;;TENENCIA COYHAIQUE ALTO;RUTA CH-243 KM. 45;67 - 2567099;;TENENCIA;;;;;
11101;;RETEN LAGO CASTOR;RUTA X-595 KM. 15. SECTOR LAGO CASTOR;67 - 2567102;;RETEN;;;;;
11101;;PREFECTURA DE AYSEN;CALLE ESMERALDA N 522;67 - 2567021;;PREFECTURA;;;;;
11101;;SUBCOMISARIA EL BLANCO;RUTA 7 SUR KM 33;67 - 2567290;;SUBCOMISARIA;;;;;
11101;;TENENCIA BALMACEDA;LOS CARRERA N 1355;67 - 2567105;;TENENCIA;;;;;
11102;;RETEN LAGO VERDE;LOS PIONEROS N 52;67 - 2567141;;RETEN;;;;;
11102;;RETEN RIO CISNES;RUTA X- 25 KM. 90 ALTO RÕO CISNES;67 - 2567096;;RETEN;;;;;
11102;;RETEN VILLA LA TAPERA;LOS PIONEROS CON P. A. RONCHI;67 - 2567210;;RETEN;;;;;
11201;;RETEN VILLA MANIHUALES;EUSEBIO IBAR N 1406;67 - 2567128;;RETEN;;;;;
11201;;RETEN PUERTO AGUIRRE;PEDRO AGUIRRE CERDA N∞ 337;67 - 2567127;;RETEN;;;;;
11201;;2A. COMISARIA DE PUERTO AYSEN;BERNARDO OHIGGINS N 553;67-2567260;;COMISARIA;;;;;
11201;;RETEN PUERTO CHACABUCO;JOSE MARIA CARO N 335;67 - 2567129;;RETEN;;;;;
11201;;5A. COMISARIA C.O.P. AYSEN;CALLE ALMIRANTE SIMPSON N 2561;67 - 2567093;;COMISARIA;;;;;
11201;;4A. COMISARIA COCHRANE;ESMERALDA N 522;67 - 267166;;COMISARIA;;;;;
11202;;RETEN RAUL MARIN BALMACEDA;AV. COSTANERA S/N;67-2567140;;RETEN;;;;;
11202;;TENENCIA LA JUNTA;RUTA 7 CARRETERA AUSTRAL KM 268;67 - 2567135;;TENENCIA;;;;;
11202;;RETEN PUYUHUAPI;CALLE OTTO UEBEL S/NRO;67-2567139;;RETEN;;;;;
11202;;SUBCOMISARIA PUERTO CISNES;JOSE MARIA CARO N 74;67 - 2567205;;SUBCOMISARIA;;;;;
11203;;RETEN MELINKA;COSTANERA S/N;67 - 2567133;;RETEN;;;;;
11301;;RETEN ENTRADA BAKER;KILOMETRO N∞ 63, RUTA INTERNACIONAL X-83;67 - 2567183;;RETEN;;;;;
11301;;4A. COMISARIA COCHRANE;CALLE ESMERALDA N 522;67 - 2567164;;COMISARIA;;;;;
11302;;TENENCIA RIO MAYER;RIVERA NORTE RIO MAYER S/N;67 - 2567196;;TENENCIA;;;;;
11302;;SUBCOMISARIA VILLA OHIGGINS;TENIENTE HERNAN MERINO S/N;67 - 2567189;;SUBCOMISARIA;;;;;
11302;;TENENCIA TTE. HERNAN MERINO CORREA;KILOMETRO N∞ 01, RUTA X-915;67 - 2567186;;TENENCIA;;;;;
11303;;RETEN CALETA TORTEL;SECTOR CENTRO S/N;67 - 2567184;;RETEN;;;;;
11401;;3A.COMISARIA DE CHILE CHICO;Bernardo OHiggins N 506;67 - 2567143;;COMISARIA;;;;;
11401;;RETEN PUERTO GUADAL;CALLE LAS CAMELIAS N 430;67 - 2567162;;RETEN;;;;;
11402;;TENENCIA PUERTO INGENIERO IBANEZ;AVENIDA GENERAL CARRERA N 19;67 - 2567089;;TENENCIA;;;;;
11402;;RETEN RIO TRANQUILO;CALLE EL SALTO N 359;67 - 2567091;;RETEN;;;;;
12101;;TENENCIA KON AIKEN;RUTA 9 NORTE KM 32;61 - 2761115;;TENENCIA;;;;;
12101;;SUBCOMISARIA RIO SECO;RUTA 9 NORTE KM. 13,5;61 - 2761127;;SUBCOMISARIA;;;;;
12101;;PREFECTURA MAGALLANES;JUEZ WALDO SEGUEL N 653;61 - 2761054;;PREFECTURA;;;;;
12101;;1A COMISARIA DE PUNTA ARENAS;PEREZ DE ARCE ESQUINA CALLE MATEO TORO Y ZAMBRANO, S/N.;61 - 2761096;;COMISARIA;;;;;
12101;;SUBCOMISARIA I.A.T PUNTA ARENAS;RUTA 9 SUR KM 5.5;61 - 2761034;;SUBCOMISARIA;;;;;
12101;;RETEN AGUA FRESCA;RUTA 9 SUR KM. 29;61 - 2761114;;RETEN;;;;;
12102;;RETEN MORRO CHICO;RUTA 9 NORTE KM. 146;61 - 2761120;;RETEN;;;;;
12102;;RETEN VILLA TEHUELCHEN;SANTIAGO ALVAREZ N 1;61 - 2761119;;RETEN;;;;;
12104;;RETEN TENIENTE HERNAN MERINO CORREA;RUTA Y-455 KM 70;61 - 2761126;;RETEN;;;;;
12104;;TENENCIA MONTE AYMOND;RUTA CH-255 KM. 141;61 - 2761122;;TENENCIA;;;;;
12104;;RETEN CANADON GRANDE;RUTA Y-545 KM 22;61 - 2761125;;RETEN;;;;;
12201;;TENENCIA YENDEGAIA;CALETA DOS DE MAYO S/N;61 - 2761136;;TENENCIA;;;;;
12201;;4A. COMISARIA PUERTO WILLIAMS;PILOTO PARDO N 287;61 - 2761221;;COMISARIA;;;;;
12201;;RETEN PUERTO TORO;AGUSTIN GALLARDO S/N;61 - 2761135;;RETEN;;;;;
12301;;3A. COMISARIA DE PORVENIR;CHILOE N 880;61 - 2761171;;COMISARIA;;;;;
12301;;TENENCIA SAN SEBASTIAN;RUTA CH-257, KM. 177;61 - 2761190;;TENENCIA;;;;;
12302;;TENENCIA CERRO SOMBRERO;ARTURO PRAT N 737;61 - 2761195;;TENENCIA;;;;;
12303;;RETEN PAMPA GUANACO;RUTA Y-851, KM. 132;61 - 2761193;;RETEN;;;;;
12401;;RETEN PUERTO EDEN;RIBERA SUR S/N. PTO. EDEN;61 - 2761250;;RETEN;;;;;
12401;;RETEN DOROTEA;RUTA CH-250 KM. 11.380;61 - 2761169;;RETEN;;;;;
12401;;SUBCOMISARIA CASAS VIEJAS;RUTA 9 SUR KM 231;61 - 2761160;;SUBCOMISARIA;;;;;
12401;;2A. COMISARIA DE PUERTO NATALES;TOMAS ROGERS N 274;61 - 2761139;;COMISARIA;;;;;
12402;;RETEN CERRO GUIDO;RUTA 9 NORTE KM 350;61 - 2761168;;RETEN;;;;;
12402;;RETEN TORRES DEL PAINE;RUTA 9 NORTE KM. 305;61 - 2761167;;RETEN;;;;;
13101;;4A. COMISARIA SANTIAGO CENTRAL SUR;CHILOE NRO. 1472;2 - 29223790;;COMISARIA;;;;;
13101;;2A COMISARIA SANTIAGO CENTRAL SUR;TOESCA NRO. 2345;2 - 29223730;;COMISARIA;;;;;
13101;;48VA COMISARIA FAMILIA E INFANCIA;CALLE DIECIOCHO N 268;22 - 9224890;;COMISARIA;;;;;
13101;;28A COMISARIA C.O.P.;SAN ISIDRO NRO. 330;2 - 29224700;;COMISARIA;;;;;
13101;;35VA COMISARIA DELITOS SEXUALES;AV. ITALIA 1100;22 - 9224860;;COMISARIA;;;;;
13101;;RETEN CASA MONEDA;AVENIDA PORTALES N 3586;2 - 29224255;;RETEN;;;;;
13101;;3A COMISARIA DE SANTIAGO CENTRAL NORTE;PASAJE ELIAS FERNANDEZ ALBANO N 165;2 - 29223760;;COMISARIA;;;;;
13101;;1A COMISARIA SANTIAGO CENTRAL NORTE;SANTO DOMINGO NRO. 714;2 - 29223700;;COMISARIA;;;;;
13101;;32A COMISARIA DEL TRANSITO;SANTO DOMINGO N 1188;22 - 9223820;;COMISARIA;;;;;
13101;;PREFECTURA SANTIAGO CENTRAL NORTE;AMUNATEGUI N 519;2 - 29223860;;PREFECTURA;;;;;
13101;;JEFATURA ZONA METROPOLITANA;AMUNATEGUI N∞ 519;2 - 29223600;;JEFATURA;;;;;
13101;;TENENCIA PARQUE METROPOLITANO;AV. EL CERRO / PEDRO DE VALDIVIA NORTE;133;;TENENCIA;;;;;
13102;;34A COMISARIA VISTA ALEGRE;LAS TORRES NRO. 7488;2 - 2 922 4830;;COMISARIA;;;;;
13102;;SUBCOMISARIA CERRILLOS;BUZETA N 3986;2 - 29224465;;SUBCOMISARIA;;;;;
13103;;45A COMISARIA DE CERRO NAVIA;LOS CONQUISTADORES N 7350;2 - 29224600;;COMISARIA;;;;;
13104;;5A COMISARIA DE CONCHALI;GENERAL GAMBINO N 3731;22 - 9223890;;COMISARIA;;;;;
13104;;RETEN ENEAS GONEL;ARMANDO CARRERA N 4041;2 - 29223915;;RETEN;;;;;
13105;;39A COMISARIA EL BOSQUE;LOS RAULIES N 11240, ESQUINA STA. ELENA;22 - 9223130;;COMISARIA;;;;;
13105;;TENENCIA EL BOSQUE PONIENTE;EL PILLAN N 1266;2 - 2922 3155;;TENENCIA;;;;;
13106;;21A COMISARIA DE ESTACION CENTRAL;ECUADOR NRO. 4050;2 - 29224220;;COMISARIA;;;;;
13106;;58A COMISARIA POBLACION ALESSANDRI;ANTARTICA NRO. 4701;2 - 2922 6130;;COMISARIA;;;;;
13107;;54A COMISARIA DE HUECHURABA;RECOLETA N 5560;2 - 29224160;;COMISARIA;;;;;
13108;;SUBCOMISARIA VILLA MODERNA;CORONEL ALVARADO N 2450;2 - 29224085;;SUBCOMISARIA;;;;;
13108;;TENENCIA JUAN ANTONIO RIOS;SARA GAJARDO N 940;2 - 29224095;;TENENCIA;;;;;
13109;;PREFECTURA SANTIAGO SUR;JOSE MIGUEL CARRERA N 6868;2 - 29222840;;PREFECTURA;;;;;
13110;;61A COMISARIA CABO 2DO PABLO SILVA PIZARRO;DEPARTAMENTAL N 3273;2 - 29226315;;COMISARIA;;;;;
13110;;SUBCOMISARIA LOS QUILLAYES;GALVARINO N 4430;2 - 29223380;;SUBCOMISARIA;;;;;
13111;;TENENCIA TTE. MAURICIO RIVERA LOPEZ;AVENIDA LA SERENA N 10537;22 - 9223255;;TENENCIA;;;;;
13111;;13A. COMISARIA DE LA GRANJA;PADRE JUAN MEYER N 851;22 - 9223220;;COMISARIA;;;;;
13112;;41A. COMISARIA LA PINTANA;BALDOMERO LILLO N 1901;22 - 9223400;;COMISARIA;;;;;
13112;;TENENCIA EL CASTILLO;PRIMAVERA N 3741;32 - 3132373;;TENENCIA;;;;;
13113;;16A COMISARIA LA REINA;ECHENIQUE NRO. 8428;2 - 2922 2600;;COMISARIA;;;;;
13114;;SUBCOMISARIA SERVICIOS DIPLOMATICOS;CALLE POLOBANDA NRO. 1941;229225430;;SUBCOMISARIA;;;;;
13114;;47A COMISARIA LOS DOMINICOS;CAMINO EL ALBA NRO. 9210;2 - 29222780;;COMISARIA;;;;;
13115;;53A COMISARIA DE LO BARNECHEA;AVENIDA LO BARNECHEA NRO. 1119;2 - 29222810;;COMISARIA;;;;;
13116;;11A COMISARIA DE LO ESPEJO;CARDENAL CARO NRO. 3971;2 - 29222910;;COMISARIA;;;;;
13116;;TENENCIA SANTA ADRIANA;LO OVALLE N 24801;2 - 29222950;;TENENCIA;;;;;
13117;;44A COMISARAI DE LO PRADO;SAN PABLO N 5829;2 - 29224570;;COMISARIA;;;;;
13118;;46A. COMISARIA MACUL;AVENIDA ESCUELA AGRICOLA NRO. 2340;2 - 29223460;;COMISARIA;;;;;
13119;;25A COMISARIA MAIPU;BAILEN NRO. 2185;2 - 29224440;;COMISARIA;;;;;
13120;;ZONA METROPOLITANA ESTE;GENERAL JOSE ALEJANDRO BERNALES N 5147;2 - 29226000;;ZONA;;;;;
13121;;TENENCIA PEDRO AGUIRRE CERDA;CLUB HIPICO N 6035;22 - 9222940;;TENENCIA;;;;;
13122;;SUBCOMISARIA PENALOLEN;AVENIDA. LOS PRESIDENTES N 6799;2 - 2922 3565;;SUBCOMISARIA;;;;;
13123;;SUBCOMISARIA PROVIDENCIA SUR;Av. Los Leones 1871;22 - 9222714;;SUBCOMISARIA;;;;;
13124;;SUBCOMISARIA PUDAHUEL NORTE;EL ARADO N 9033;2 - 29224525;;SUBCOMISARIA;;;;;
13125;;49A COMISARIA DE QUILICURA;CALLE CABO 1RO. CARLOS CUEVAS GOLMO N 526;2 - 29224130;;COMISARIA;;;;;
13126;;22A COMISARIA DE QUINTA NORMAL;SANTO DOMINGO NRO. 4390;2 - 29224260;;COMISARIA;;;;;
13127;;TENENCIA JOSE SANTOS OSSA;JOSE SANTOS OSSA N 3401;2 - 29223970;;TENENCIA;;;;;
13128;;7A COMISARIA DE RENCA;BLANCO ENCALADA NRO. 1337;2 - 29223980;;COMISARIA;;;;;
13129;;50A COMISARIA DE SAN JOAQUIN;CARLOS VALDOVINOS N 282;22 - 9223490;;COMISARIA;;;;;
13130;;12A COMISARIA DE SAN MIGUEL;GRAN AVENIDADA JOSE MIGUEL N 3868;22 - 9222960;;COMISARIA;;;;;
13131;;31A COMISARIA DE SAN RAMON;VICUNA MACKENNA N 1759;22 - 9223104;;COMISARIA;;;;;
13132;;PREFECTURA SANTIAGO ANDES;Avenida Santa Maria, 6694;22 - 9226020;;PREFECTURA;;;;;
13201;;38A COMISARIA DE PUENTE ALTO;CONCHA Y TORO N 3399;22 - 9223320;;COMISARIA;;;;;
13201;;20A COMISARIA DE PUENTE ALTO;BALMACEDA 431;2 - 29223260;;COMISARIA;;;;;
13202;;65A COMISARIA PIRQUE;CONCHA Y TORO N 02510;22 - 9226280;;COMISARIA;;;;;
13203;;TENENCIA SAN GABRIEL;RUTA G-25 KM 56;2 - 29223315;;TENENCIA;;;;;
13301;;SUBCOMISARIA CHICUREO;AV. DEL VALLE S/N LOTE A;2-29226615;;SUBCOMISARIA;;;;;
13302;;TENENCIA CARRETERA LAMPA;RUTA 5 NORTE KM 27;2 - 29223887;;TENENCIA;;;;;
13303;;TENENCIA TILTIL;JOSE MANUEL AGUILAR S/N;2 - 29224040;;TENENCIA;;;;;
13303;;RETEN RUNGUE;ESTACION S/N;2 - 29224051;;RETEN;;;;;
13401;;PREFECTURA DEL MAIPO;BULNES N 945;22 - 9225460;;PREFECTURA;;;;;
13402;;TENENCIA LINDEROS;FRANCISCO JAVIER KRUGGER N 3717;22 - 9223080;;TENENCIA;;;;;
13403;;SUBCOMISARIA CALERA DE TANGO;AVENIDA CALERA DE TANGO PARADERO 5 S/N;2 - 2922 3025;;SUBCOMISARIA;;;;;
13404;;64A COMISARIA PAINE;AVENIDA. 18 DE SEPTIEMBRE N 21;2 - 2922 5440;;COMISARIA;;;;;
13501;;24A COMISARIA DE MELIPILLA;ORTUZAR NRO. 674;22 - 9224370;;COMISARIA;;;;;
13502;;TENENCIA VILLA ALHUE;CALLE 18 DE SEPTIEMBRE S/N;2 - 29224418;;TENENCIA;;;;;
13503;;63 COMISARIA CURACAVI;AMBROSIO OHIGGINS N 2211;22 - 9226450;;COMISARIA;;;;;
13504;;TENENCIA MARIA PINTO;AVENIDA FRANCISCO COSTABAL N 615;2 - 29224422;;TENENCIA;;;;;
13505;;TENENCIA SAN PEDRO;AVENIDA SAN PEDRO N 13;2 - 29224426;;TENENCIA;;;;;
