Id_comuna;Id_comisaria;Nombre_comisaria;DirecciÛn;Fono;;Tipo;;;;;
5601;;1A. COMISARÕA DE SAN ANTONIO;LA MARINA NÔøΩ 1985;35 - 2 535038;;COMISARIA;;;;;
5601;;SUBCOMISARÕA LLO LLEO;M…XICO N∞ 275;35 - 2 535056;;SUBCOMISARIA;;;;;
5601;;RETEN CUNCUMEN (M.C.);RUTA G-800 KIL”METRO 14;35 - 2 535063;;RETEN;;;;;
5602;;3A. COMISARÕA ALGARROBO;CALLE CARABINEROS DE CHILE NÔøΩ 86;35 - 2 535096;;COMISARIA;;;;;
5603;;2A. COMISARÕA DE CARTAGENA;AV. CARTAGENA NÔøΩ 755;35 - 2 535073;;COMISARIA;;;;;
5604;;SUBCOMISARÕA EL QUISCO;ISIDORO DUBORNAIS N∞ 270;35 - 2535130;;SUBCOMISARIA;;;;;
5605;;TENENCIA EL TABO;CENTENARIO S/N;35 - 2 535092;;TENENCIA;;;;;
5605;;RETEN LAS CRUCES;JOSE CLAVIJO VERA S/N;35 - 2535093;;RETEN;;;;;
5606;;SUBCOMISARÕA DE ROCAS SANTO DOMINGO;AVENIDA DEL LITORAL N∞ 335;35 - 2 535065;;SUBCOMISARIA;;;;;
5701;;2A. COMISARÕA DE SAN FELIPE;AVENIDA OHIGGINS N 200;34 - 2334040;;COMISARIA;;;;;
5701;;RETEN CURIMON;SANTIAGO BUERAS S/N, KM 35 RUTA 60CH;34 - 2 334063;;RETEN;;;;;
5701;;SUBCOM I.A.T Y CARRETERA SAN FELIPE;RUTA 5 NORTE KM 84,500;33 - 2 334120;;SUBCOMISARIA;;;;;
5702;;TENENCIA CATEMU;ARTURO PRAT N∞ 91;34 - 2 334072;;TENENCIA;;;;;
5702;;RETEN HIJUELAS;CUARTEL N 32;33 - 24333126;;RETEN;;;;;
5702;;TENENCIA CARRETERA HIJUELAS;RUTA 5 NORTE KM 106.9;33 - 2 433119;;TENENCIA;;;;;
5703;;SUBCOMISARÕA LLAY LLAY;SAN FRANCISCO N∞ 97;34 - 2334056;;SUBCOMISARIA;;;;;
5704;;SUBCOMISARIA I.A.T. Y CARRETERAS SAN FELIPE;RUTA 5 NORTE KM 84;34 - 2334120;;SUBCOMISARIA;;;;;
5704;;RETEN PANQUEHUE;TRONCAL S/N KM 18, RUTA 60CH;34 - 2 334077;;RETEN;;;;;
5705;;RETEN LOS PATOS (F);RUTA E-525, K/M. 18;34 - 2 334069;;RETEN;;;;;
5705;;RETEN GUZMANES;CALLE NUEVA S/N;34 - 2 334067;;RETEN;;;;;
5705;;TENENCIA PUTAENDO;SAN MARTIN N∞ 796;34 - 2 334065;;TENENCIA;;;;;
5705;;RETEN QUEBRADA HERRERA;CALLE BRUNA ESQUINA CALLE ORTIZ;34 - 2 334070;;RETEN;;;;;
5706;;TENENCIA SANTA MARIA;IRARRAZAVAL N∞ 182;34 - 2 3234075;;TENENCIA;;;;;
5801;;TENENCIA EL BELLOTO;FREIRE N 560;32 - 3132350;;TENENCIA;;;;;
5801;;2A. COMISARÕA DE QUILPU…;CALLE SUBERCASEAUX N 1570;32 - 3132326;;COMISARIA;;;;;
5802;;PREFECTURA MARGA MARGA;CALLE PRAT N∫ 340, LIMACHE;33 - 2433170;;PREFECTURA;;;;;
5802;;3A. COMISARÕA LIMACHE;ARTURO PRAT N 340;33 - 2433041;;COMISARIA;;;;;
5803;;TENENCIA OLMUE;ADOLFO EASTMAN S/N;33 - 2 433061;;TENENCIA;;;;;
5804;;6A. COMISARÕA DE VILLA ALEMANA;ARTURO PRAT N 51;32 - 3132419;;COMISARIA;;;;;
6101;;7MA COMISARIA CONTROL ORDEN PUBLICO;RUTA LA TRAVESIA KM 89;72-2972085;;COMISARIA;;;;;
6101;;SUBCOMISARIA IAT RANCAGUA;RUTA TRAVESIA SN KM 89 SECTOR GULTRO OLIVAR;72-2972051;;SUBCOMISARIA;;;;;
6101;;SUBCOMISARÕA DIEGO PORTALES;CONSTANZA N∞ 720;72 - 2 972164;;SUBCOMISARIA;;;;;
6101;;3A. COMISARÕA RANCAGUA ORIENTE;ISABEL PALMA N¬∞ 549;72-2972150;;COMISARIA;;;;;
6101;;1A. COMISARÕA RANCAGUA;AV. JOS√â DE SAN MART√çN N¬∞ 174;72-2972092;;COMISARIA;;;;;
6101;;VI ZONA LIBERTADOR BERNARDO O¥HIGGINS;TENIENTE CORONEL BERNARDO CUEVAS N∞ 670;72 - 2 972000;;ZONA;;;;;
6101;;PREFECTURA CACHAPOAL N∞ 11;CORONEL SANTIAGO BUERAS N∞ 515;72 - 2 972016;;PREFECTURA;;;;;
6102;;TENENCIA CODEGUA;LIBERTADOR BERNARDO O'HIGGINS N∞ 389;72 - 2 972147;;TENENCIA;;;;;
6103;;TENENCIA COINCO;LIBERTADOR BERNARDO O'HIGGINS N∞ 285;72 - 2 972207;;TENENCIA;;;;;
6103;;RETEN MILLAHUE;RUTA H-590, EL RULO N∞ 1750;72 - 2 972209;;RETEN;;;;;
6104;;TENENCIA COLTAUCO;AVDA. ARTURO PRAT N∞ 33;72 - 2 972285;;TENENCIA;;;;;
6104;;RETEN IDAHUE;RUTA H-30 KM. 41.700;72 - 2 972287;;RETEN;;;;;
6105;;RETEN LO MIRANDA;PLAZA DE ARMAS S/N LO MIRANDA;72 - 2 972119;;RETEN;;;;;
6105;;SUBCOMISARÕA DONIHUE;AVENIDA RANCAGUA N∞ 198;72 - 2 972112;;SUBCOMISARIA;;;;;
6106;;2A. COMISARÕA DE GRANEROS;CALLE GUILLERMO BERRIOS N¬∞ 088;72 - 2972121;;COMISARIA;;;;;
6107;;TENECIA EL MANZANO;RUTA H 66 G KM 60;72 - 2972253;;TENENCIA;;;;;
6107;;RETEN LLALLAUQUEN;RUTA H 790 KM 09;72 - 2 972255;;RETEN;;;;;
6107;;SUBCOMISARÕA LAS CABRAS;LAS ACACIAS N∞ 930;72 - 2 972248;;SUBCOMISARIA;;;;;
6108;;SUBCOMISARÕA MACHALI;ARTURO PRAT N∞ 179;72 - 2 972171;;SUBCOMISARIA;;;;;
6108;;TENENCIA COYA;SAN MARTIN S/N;72-2972178;;TENENCIA;;;;;
6108;;RETEN PANGAL (F);RUTA H-265 KM. 12 SECTOR PANGAL;72 - 2 972180;;RETEN;;;;;
6109;;RETEN MALLOA;BERNARDO O'HIGGINS N∞ 225;72 - 2 972205;;RETEN;;;;;
6110;;SUBCOMISARÕA SAN FRANCISCO DE MOSTAZAL;SAN GUILLERMO N∞ 520;72 - 2 972140;;SUBCOMISARIA;;;;;
6110;;RETEN LA PUNTA;CONDE DE LA CONQUISTA N∞ 115;72 - 2972145;;RETEN;;;;;
6111;;SUBCOMISARÕA CARRETERAS I.A.T. CACHAPOAL;RUTA TRAVESÕA KM 89, COMUNA OLIVAR;72 - 2972078;;SUBCOMISARIA;;;;;
6111;;TENENCIA OLIVAR;MANUEL OLEGARIO SOTO N∞ 199;72 - 2 972223;;TENENCIA;;;;;
6112;;5A. COMISARÕA DE PEUMO;CALLE CARMEN N¬∞ 33;72 - 2972227;;COMISARIA;;;;;
6113;;TENENCIA PICHIDEGUA;AVENIDA INDEPENDENCIA N∞ 815;72 - 2 972281;;TENENCIA;;;;;
6113;;RETEN ALMAHUE VIEJO;PORTEZUELO S/N;72 - 2 972283;;RETEN;;;;;
6114;;TENENCIA QUINTA TILCOCO;MANUEL FLORES N∞ 30;72 - 2 972211;;TENENCIA;;;;;
6114;;RETEN GUACARHUE;CARDENAL CARO N∞ 88;72 - 2 972213;;RETEN;;;;;
6115;;TENENCIA ROSARIO;BULNES S/N;72 - 2 972215;;TENENCIA;;;;;
6115;;4A. COMISARÕA DE RENGO;ERRAZURIZ N¬∞ 290;72 - 2972182;;COMISARIA;;;;;
6115;;RETEN POPETA;DIEGO PORTALES N∞ 4730 - SECTOR POPETA;72 - 2 972202;;RETEN;;;;;
6116;;RETEN LOS LIRIOS;BERNARDO O'HIGGINS N∞ 365;72 - 2 972225;;RETEN;;;;;
6116;;SUBCOMISARÕA REQUINOA;CAUPOLICAN N∞ 9;72 - 2 972218;;SUBCOMISARIA;;;;;
6117;;RETEN ZU—IGA;PORTEZUEL S/N;72 - 2972283;;RETEN;;;;;
6117;;6A. COMISARÕA DE SAN VICENTE;GERMAN RISCO N¬∞ 1216;72 - 2972257;;COMISARIA;;;;;
6117;;RETEN PUENTE BADEN;RUTA I-90-H, KLM. 9 EL TAMBO;72 - 2 972278;;RETEN;;;;;
6201;;3A. COMISARÕA DE PICHILEMU;BERNARDO O'HIGGINS N∞ 4;72 - 2972394;;COMISARIA;;;;;
6202;;RETEN LA ESTRELLA;JUAN IGNACIO VIDAL N∞ 161;72 - 2 972420;;RETEN;;;;;
6203;;RETEN CENTRAL RAPEL;RUTA G-60 KM 64;72 - 2972424;;RETEN;;;;;
6203;;TENENCIA LITUECHE;HERMANOS CARRERA N∞ 809;72 - 2 972422;;TENENCIA;;;;;
6204;;TENENCIA MARCHIHUE;ARTURO PRAT N∞ 1273;72 - 2 972418;;TENENCIA;;;;;
6205;;RETEN RAPEL DE NAVIDAD;IGNACIO CARRERA PINTO S/N;72 - 2 972416;;RETEN;;;;;
6205;;TENENCIA NAVIDAD;JUAN MONTES S/N;72 - 2 972426;;TENENCIA;;;;;
6206;;RETEN PAREDONES;DRETENMORE S/N;72 - 2 972414;;RETEN;;;;;
6206;;RETEN PEDRO DE ALCANTARA;LLICO N∞ 39;72 - 2 972415;;RETEN;;;;;
6301;;PREFECTURA COLCHAGUA N∞ 12;TENIENTE HERNAN MERINO CORREA 619;72 - 2 972290;;PREFECTURA;;;;;
6301;;RETEN ANGOSTURA;ANGOSTURA S/N;72 - 2972343;;RETEN;;;;;
6301;;RETEN ROMA;ROMA S/N;72 - 2 972344;;RETEN;;;;;
6301;;RETEN AGUA BUENA;JULIO FERNANDEZ S/N;72 - 2 972345;;RETEN;;;;;
6301;;RETEN PUENTE NEGRO (F);RUTA I-45 KM 16;72 - 2 972358;;RETEN;;;;;
6302;;TENENCIA CHEPICA;18 DE SEPTIEMBRE N∞ 2314;72 - 2 972391;;TENENCIA;;;;;
6303;;TENENCIA CARRETERA COLCHAGUA;RUTA 5 SUR KM 143;72 - 2 972340;;TENENCIA;;;;;
6303;;SUBCOMISARÕA CHIMBARONGO;VALENTIN LETELIER N∞ 5;72 - 2 972351;;SUBCOMISARIA;;;;;
6304;;RETEN LOLOL;LAS ACACIAS N∞ 190;72 - 2 972382;;RETEN;;;;;
6305;;TENENCIA NANCAGUA;CURAMONTERO N∞ 14;72 - 2 972347;;TENENCIA;;;;;
6306;;RETEN HUIQUE;EL NARANJAL N∞ 400;72 - 2 972383;;RETEN;;;;;
6307;;RETEN POBLACION;PEDRO VALDIVIA S/N;72 - 2 972388;;RETEN;;;;;
6307;;TENENCIA PERALILLO;CARDENAL CARO S/N;72 - 2 972385;;TENENCIA;;;;;
6308;;RETEN PLACILLA COLCHAGUA;MIRAFLORES N∞ 27;72 - 2 972349;;RETEN;;;;;
6309;;RETEN PUMANQUE;BERNARDO O'HIGGINS N∞ 30;72 - 2 972389;;RETEN;;;;;
6310;;2A. COMISARÕA DE SANTA CRUZ;GENERAL DEL CANTO N¬∞ 24;72 - 2972360;;COMISARIA;;;;;
7101;;4A. COMISARÕA CANCHA RAYADA (S.U);5 ORIENTE 17 NORTE N 1140;71-2571164;;COMISARIA;;;;;
7101;;VII ZONA DE CARABINEROS MAULE;BERNARDO O'HIGGINS N∞ 687;71 - 2571000;;ZONA;;;;;
7101;;TENENCIA TALCA ORIENTE;2 SUR N∞ 2149;71 - 2 571139;;TENENCIA;;;;;
7101;;SUBCOMISARIA FF.EE TALCA;RUTA TRAVESIA S/N KM. 89, SECTOR GULTRO, OLIVAR;712571232;;SUBCOMISARIA;;;;;
7101;;RETEN EL SAUCE;RUTA CH-115 KM 10;71 - 2 571210;;RETEN;;;;;
7102;;RETEN PUTU;CONSTITUCI”N N∞ 351;71 - 2 571129;;RETEN;;;;;
7102;;2A. COMISARÕA DE CONSTITUCI”N;PORTALES N 420;71-2571108;;COMISARIA;;;;;
7102;;RETEN VILLA SANTA OLGA;LOS LIRIOS N∞ 484;71 - 2 571131;;RETEN;;;;;
7103;;TENENCIA CUREPTO;MANUEL RODRIGUEZ N∞ 14;75 - 2 275180;;TENENCIA;;;;;
7104;;RETEN EMPEDRADO;BUERAS N∞ 295;71 - 2 571130;;RETEN;;;;;
7105;;TENENCIA MAULE;BALMACEDA N∞ 410;71 - 2 571201;;TENENCIA;;;;;
7105;;RETEN SAN JOSE DE DUAO;RUTA K-635 KM. 13 S/N;71 - 2 571246;;RETEN;;;;;
7106;;TENENCIA PELARCO;CATEDRAL N∞ 50;71 - 2 571197;;TENENCIA;;;;;
7107;;TENENCIA PENCAHUE;FERNANDO PAROT SILVA S/N;71 - 2 571185;;TENENCIA;;;;;
7108;;TENENCIA RIO CLARO;CASIMIRO SEPULVEDA S/N;71 - 2 571191;;TENENCIA;;;;;
7108;;RETEN CAMARICO;RUTA 5 SUR KM 222;71 - 2 571195;;RETEN;;;;;
7108;;RETEN EL RADAL (F);RUTA K-275 KM 19;75 - 2 275163;;RETEN;;;;;
7109;;1A. COMISARÕA SAN CLEMENTE;CALLE ALEJANDRO CRUZ NÔøΩ 349;712571079;;COMISARIA;;;;; 
7109;;RETEN MARIPOSAS;RUTA K-579 KM 8;71 - 2 571101;;RETEN;;;;;
7110;;TENENCIA SAN RAFAEL;AVENIDA PONIENTE S/N;71 - 2 571181;;TENENCIA;;;;;
7110;;SUBCOMISARÕA I.A.T. Y CARRETERAS TALCA;RUTA 5 SUR KM 237;71 - 2 571076;;SUBCOMISARIA;;;;;
7201;;4A. COMISARÕA DE CAUQUENES;MEMBRILLAR N 420 (DIRECCION TEMPORAL: SAN FRANCISCO 399);73 - 2 673130;;COMISARIA;;;;;
7201;;RETEN ESTACI”N CAUQUENES;ARMANDO CORTINEZ NÔøΩ 391;73 - 2 671353;;RETEN;;;;;
7202;;2A. COMISARÕA DE CHANCO;TENIENTE MERINO S/N;73 - 2673074;;COMISARIA;;;;;
7203;;RETEN PELLUHUE;ARTURO PRAT N∞ 100;73 - 2 673094;;RETEN;;;;;
7301;;1A. COMISARÕA DE CURIC”;SAN MARTIN N 610;75 - 2275030;;COMISARIA;;;;;
7301;;TENENCIA AGUAS NEGRAS;LICANT…N N∞ 901;75 - 2 275058;;TENENCIA;;;;;
7301;;SUBCOMISARÕA SANTA FE;ISLAS AUSTRALES N∞ 2245;75 - 2 275069;;SUBCOMISARIA;;;;;
7302;;TENENCIA HUALA—E;LIBERTADOR BERNARDO O'HIGGINS N∞ 21;75-275106;;TENENCIA;;;;;
7303;;2A. COMISARÕA DE LICANT…N;MATAQUITO N 128;75 - 2275079;;COMISARIA;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
10106;;SUBCOMISARÕA LOS MUERMOS;FEDERICO REDLICH S/N;65 - 2765220;;Subcomisaria;;;;;
10106;;RETEN PARAGUAY CHICO;KM.28 RUTA V-600;65 - 2765192;;Reten;;;;;
10106;;RETEN RIO FRIO;CAMINO REAL S/N ESQ. RUTA V-460;65 - 2765222;;Reten;;;;;
10105;;RETEN CASMA;ROBERTO SIMPSON S/N;65 - 2765156;;Reten;;;;;
10105;;SUBCOMISARÕA FRUTILLAR;CARLOS RICHTER S/N;65 - 2765149;;Subcomisaria;;;;;
10104;;TENENCIA FRESIA;BERNARDO O'HIGGINS N∞ 289;65 - 2765128;;Tenencia;;;;;
10103;;RETEN CANUTILLAR;RUTA 70-E KM 14;65 - 2765135;;Reten;;;;;
10103;;RETEN COCHAMO;RUTA V-69 KIL”METRO N∞ 46;65 - 2765136;;Reten;;;;;
10103;;RETEN PASO EL LEON (F);SECTOR PASO EL LE”N S/N;65 - 2765271;;Reten;;;;;
10103;;RETEN RIO PUELO;RUTA V-69 KILOMETRO 76;65 - 2765137;;Reten;;;;;
10103;;RETEN LLANADA GRANDE (F);RUTA V721, KM. 32;65 - 2765269;;Reten;;;;;
10103;;RETEN PASO BOLSON (F);SECTOR LAGO LAS ROCAS S/N;65 - 2765270;;Reten;;;;;
10102;;RETEN ISLA HUAR;ALFARO S/N;65 - 2765244;;Reten;;;;;
10102;;4A. COMISARIA CALBUCO;GALVARINO RIVEROS N∫ 70;65 - 2765227;;Comisaria;;;;;
10102;;RETEN ISLA PULUQUI;SECTOR CHAUQUEAR S/N.;65 - 2765249;;Reten;;;;;
10101;;TENENCIA LAS QUEMAS;RUTA V-600 KM 7,3;65 - 2765189;;Tenencia;;;;;
10101;;TENENCIA PANITAO (MC);RUTA 5 SUR KM 1034;65 - 2765185;;Tenencia;;;;;
10101;;6A. COMISARIA ALERCE (S.U.).;AV. VIOLETA PARRA S/N;65 - 2765470;;Comisaria;;;;;
10101;;RETEN PIEDRA AZUL (EX CORRENTOSO);RUTA V-65 KM 21;65 - 2765272;;Reten;;;;;
10101;;5A. COMISARIA PUERTO MONTT;PARQUE INDUSTRIAL N∫ 420;65 - 2765251;;Comisaria;;;;;
10101;;7A. COMISARIA MIRASOL;AV. LA CRUZ S/N;65-2765470;;Comisaria;;;;;
10101;;X ZONA DE CARABINEROS LOS LAGOS;MIRAMAR N∞ 1500;65 - 2765000;;Zona;;;;;
10101;;8A. COMISARIA C.O.P. LLANQUIHUE;DEBER CUMPLIDO 71;65 - 2765180;;Comisaria;;;;;
10101;;SUBCOMISÕA RELONCAVI;RIO YELI S/N;65 - 2765194;;Subcomisaria;;;;;
14204;;4A. COMISARÕA DE RIO BUENO;Avenida. Arturo Prat N 702;64 - 2664180;;Comisaria;;;;;
14204;;RETEN DIUMEN;RUTA T-85 KM;63 - 2563242;;Reten;;;;;
14204;;RETEN VIVANCO;RUTA T-845 KM;63 - 2563241;;Reten;;;;;
14204;;RETEN CARIMALLIN;RUTA T-99-U KM;64 - 2664197;;Reten;;;;;
14204;;RETEN MANTILHUE;RUTA T-985 KM;64 - 2664198;;Reten;;;;;
14203;;RETEN PUERTO NUEVO;RUTA T-785 KM 1;64 - 2664175;;Reten;;;;;
14203;;TENENCIA LAGO RANCO;VI—A DEL MAR N∞ 153;63 - 2563238;;Tenencia;;;;;
14203;;RETEN RI—INAHUE (F);RUTA T-85 KM 24;63 - 2563243;;Reten;;;;;
14202;;TENENCIA FUTRONO;JOSE MIGUEL BALMACEDA N∞ 10;63 - 2563180;;Tenencia;;;;;
14202;;RETEN LLIFEN (F);RUTA T-55 KM 22;63 - 2563182;;Reten;;;;;
14201;;RETEN CATAMUTUN;SANTA ELISA S/N;64 - 2664176;;Reten;;;;;
14201;;TENENCIA CARRETERA VALDIVIA;RUTA 5 SUR KM 869;63-2563143;;Tenencia;;;;;
14201;;RETEN CUNCO MASHUE;RUTA T-80 KM 27;64 - 2664174;;Reten;;;;;
14201;;3A. COMISARÕA LA UNI”N.;PHILLIPI N766;64 - 2564155;;Comisaria;;son caleta;;;
14108;;RETEN MALALHUE;ARTURO PRAT N∞ 118;63 - 2563220;;Reten;;;;;
14108;;RETEN CO—ARIPE;GUIDO BECK DE RAMBERGA N∞ 307;63 - 2563203;;Reten;;;;;
14108;;5A COMISARIA PANGUIPULLI;Bernardo OHiggins N 1255;63 - 2563184;;Comisaria;;;;;
14108;;TENENCIA LIQUI—E (F);RUTA CH-201 KM;63 - 2563204;;Tenencia;;;;;
14108;;RETEN CHOSHUENCO;SAN MARTÕN N∞ 300;63 - 2563260;;Reten;;;;;
14108;;RETEN NELTUME;RUTA CH-203 S/N;63 - 2563207;;Reten;;;;;
14108;;TENENCIA PIRIHUEICO (F);RUTA CH-203 KM;63 - 2563210;;Tenencia;;;;;
14107;;RETEN REUMEN;12 DE OCTUBRE N∞ 10;63 - 2563236;;Reten;;;;;
14107;;SUBCOMISARÕA PAILLACO;ARTURO PRAT N∞ 979;63 - 2563228;;Subcomisaria;;;;;
14107;;RETEN PICHIRROPULLI;BALMACEDA N∞ 421;63 - 2563235;;Reten;;;;;
14106;;RETEN MEHUIN;LOS NOTROS S/N;63 - 2563226;;Reten;;;;;
14106;;TENENCIA SAN JOSE DE LA MARIQUINA;LORD COCHRANE SN;63 - 2563224;;Tenencia;;;;;
14105;;TENENCIA MAFIL;PEDRO DE VALDIVIA N∞ 699;63 - 2563221;;Tenencia;;;;;
14104;;RETEN ANTILHUE;BERNARDO O'HIGGINS S/N;63 - 2563177;;Reten;;;;;
14104;;2A. COMISARÕA DE LOS LAGOS;QUINCHILCA N 138;63 - 2563158;;Comisaria;;;;;
14104;;RETEN RI—IHUE;CHOSHUENCO S/N;63 - 2563178;;Reten;;;;;
14103;;SUBCOMISARÕA LANCO;YUNGAY N∞ 355;63 - 2563213;;Subcomisaria;;;;;
14102;;TENENCIA CORRAL;BLANCO N∞ 12;63 - 2563140;;Tenencia;;;;;
14101;;RETEN PUNUCAPA;CASERIO PUNUCAPA S/N;63 - 2563137;;Reten;;;;;
14101;;RETEN ISLA TEJAS;LOS BOLDOS N 415;63 - 2563270;;Reten;;;;;
14101;;PREFECTURA VALDIVIA N∞ 3;BEAUCHEF N∞ 1025;63 - 2563020;;Prefectura;;;;;
14101;;6TA COMISARÕA FF.EE VALDIVIA;BALMACEDA NÔ5161;63 - 2563127;;Comisaria;;;;;
14101;;TENENCIA LOS JAZMINES;COLOMBIA S/N;63 - 2563117;;Tenencia;;;;;
14101;;SUBCOMISARÕA GENERAL OSCAR CRISTI GALLO;FRANCIA N∞ 2950;63 - 2563110;;Subcomisaria;;;;;
14101;;TENENCIA MOGOLLONES;DONALD CANTER N∞ 4005;63 - 2563134;;Tenencia;;;;;
14101;;RETEN NIEBLA;DEL CASTILLO N∞ 1060;63 - 2563139;;Reten;;;;;
9211;;4A COMISARIA VICTORIA;SOTOMAYOR N 31545 - 2466508;45 - 2466508;;Comisaria;;;;;
9211;;TENENCIA CARRETERA MALLECO;RUTA 5 SUR KM 613;45 - 2466530;;Tenencia;;;;;
9211;;RETEN PUA;ARTURO PRAT N∞ 7;45 - 2466740;;Reten;;;;;
9211;;RETEN SELVA OSCURA;ALTAMIRANO N∞ 180;45 - 2466528;;Reten;;;;;
9210;;RETEN QUILQUEN;9 DE JULIO N∞ 158;45 - 2466501;;Reten;;;;;
9210;;3A. COMISARÕA TRAIGUEN;BASILIO URRUTIA N 499;45 - 2466482;;Comisaria;;;;;
9209;;TENENCIA RENAICO;LORENZO DE LA MAZA S/N;45 - 2466440;;Tenencia;;;;;
9209;;RETEN TIJERAL;SANTA ELISA N 270;45 - 2466442;;Reten;;;;;
9208;;TENENCIA PUREN;CONTULMO N 996;45 - 2466452;;Tenencia;;;;;
9207;;RETEN LUMACO;CARLOS CONDELL N∞ 206;66 - 2466505;;Reten;;;;;
9207;;TENENCIA CAPITAN PASTENE;ROMA N∞ 315;45 - 2466503;;Tenencia;;;;;
9207;;RETEN PICHI-PELLAHUEN;PRINCIPAL S/N;45 - 2466506;;Reten;;;;;
9206;;SUBCOMISARÕA LOS SAUCES;BERNARDO O'HIGGINS N∞ 312;45 - 2466445;;Subcomisaria;;;;;
9205;;SUBCOMISARIA LONQUIMAY (F);BERNARDO O'HIGGINS N∞ 1301;66 - 2466556;;Subcomisaria;;;;;
9205;;RETEN SIERRA NEVADA;RUTA CH-181 KM 102;45 - 2466564;;Reten;;;;;
9205;;TENENCIA LIUCURA (F);RUTA CH-181 KM 158;45 - 2466565;;Tenencia;;;;;
9204;;SUBCOMISARÕA ERCILLA;TUCAPEL S/N;45-2466870;;Subcomisaria;;;;;
9204;;RETEN PAILAHUEQUE;COLON N∞ 808;45 - 2466480;;Reten;;;;;
9203;;5A. COMISARÕA DE CURACAUTÕN;ARAUCO N 235;45 - 2466538;;Comisaria;;;;;
9203;;RETEN MANZANAR;RUTA CH-181 KM 74.600;45 - 2466553;;Reten;;;;;
9203;;RETEN MALALCAHUELLO;CRISTOBAL COLON N∞ 305;45 - 2466552;;Reten;;;;;
9202;;RETEN MININCO;BERNARDO O'HIGGINS S/N;45 - 2466665;;Reten;;;;;
9202;;RETEN ESPERANZA;BERNARDO OHIGGINS S/N;45-2466660;;Reten;;;;;
9202;;2A COMISARIA COLLIPULLI;BERNARDO OHIGGINS N 250;45-2466455;;Comisaria;;;;;
9202;;RETEN CURACO;JOSE MIGUEL CARRERA S/N, RUTA R-49 KM 900;45 - 2466474;;Reten;;;;;
9201;;1A. COMISARÕA DE ANGOL;Calle Dieciocho N 340;45 - 2466415;;Comisaria;;;;;
9121;;RETEN CHOLCHOL;ARTURO N∞ 320;45-2466207;;Reten;;;;;
9120;;7A COMISARIA VILLARRICA;MANUEL ANTONIO MATTA N 230;45 - 2466284;;Comisaria;;;;;
9120;;RETEN LICAN RAY;GENERAL BASILIO URRUTIA N∞ 735;45 - 2466303;;Reten;;;;;
9119;;RETEN CAJON;ALEJANDRO URRUTIA N∞ 6;45 - 2466173;;Reten;;;;;
9119;;TENENCIA VILCUN;CALLE CHORRILLOS N∞ 391;45 - 2466177;;Tenencia;;;;;
9119;;RETEN SAN PATRICIO;AV. INGLESA S/N;45 - 2466186;;Reten;;;;;
9119;;RETEN CHERQUENCO;MENDOZA S/N;45 - 2466175;;Reten;;;;;
9118;;TENENCIA TOLTEN;BERNARDO O'HIGGINS S/N;45 - 2466247;;Tenencia;;;;;
9118;;RETEN QUEULE;COSTANERA S/N;45 - 2466249;;Reten;;;;;
9117;;RETEN HUALPIN;JORGE ALESSANDRI S/N;45 - 2466211;;Reten;;;;;
9117;;RETEN TEODORO SCHMIDT;GERMAN WINKEL S/N;45 - 2466208;;Reten;;;;;
9117;;RETEN BARROS ARANA;DOS SUR N∞ 115;45 - 2466209;;Reten;;;;;
9116;;TENENCIA PUERTO SAAVEDRA;EJERCITO N∞ 702;45 - 2466225;;Tenencia;;;;;
9116;;RETEN PUERTO DOMÕNGUEZ;JORGE ALESSANDRI N∞ 292;45 - 2466222;;Reten;;;;;
9115;;9A COMISARIA DE PUCON;BERNARDO OHIGGINS N 135;45 - 2466339;;Comisaria;;;;;
9114;;RETEN COMUY;RUTA S-70 KM. 31;45 - 2466246;;Reten;;;;;
9114;;5A COMISARIA DE PITRUFQUEN;GRONOW N 894;45 - 2466228;;Comisaria;;;;;
9113;;RETEN PERQUENCO;21 DE MAYO N∞ 282;45 - 2466720;;Reten;;;;;
9112;;3A COMISARIA PADRE LAS CASAS;EUSEBIO LILLO N 190;45 - 2466154;;Comisaria;;;;;
9111;;4A COMISARIA NUEVA IMPERIAL;ARTURO PRAT N 128;45 - 2466188;;Comisaria;;;;;
9110;;RETEN MELIPEUCO (F);AVENIDA PEDRO AGUIRRE CERDA N∞ 2;45 - 2466184;;Reten;;;;;
9109;;RETEN LA PAZ;VALPARAÕSO N∞ 91;45- 2466281;;Reten;;;;;
9109;;6A COMISARIA DE LONCOCHE;BARROS ARANA N 934;45 - 2466260;;Comisaria;;;;;
9109;;TENENCIA CARRETERA CAUTIN SUR;RUTA 5 SUR KM 748;45 - 2466279;;Tenencia;;;;;
9109;;RETEN HUISCAPI;BERNARDO O'HIGGINS S/N;45 - 2466282;;Reten;;;;;
9108;;RETEN PILLANLELBUN;RECABARREN N∞ 510;45 - 2466110;;Reten;;;;;
9108;;TENENCIA CARRETERAS CAUTIN NORTE;RUTA 5 SUR KM 654.8;45 - 2466116;;Tenencia;;;;;
9108;;1A COMISARIA DE LAUTARO;BALMACEDA N 1094;45 2466096;;Comisaria;;;;;
9108;;RETEN DOLLINCO;RUTA S-11 KM. 29;45 - 2466118;;Reten;;;;;
9107;;TENENCIA GORBEA;BERNARDO O HIGGINS N∞ 209;45 - 2466251;;Tenencia;;;;;
